Year,Month,Day,sales
2017,8,25,18.285714285714285
2017,8,25,71.5
2017,8,25,0.38461538461538464
2017,8,25,350.25
2017,8,25,13.875
2017,8,25,23.53846153846154
2017,8,25,5.333333333333333
2017,8,25,113.75
2017,8,25,11.153846153846153
2017,8,25,616.601
2017,8,25,444.3333333333333
2017,8,25,10.23076923076923
2017,8,25,14.923076923076923
2017,8,25,259.118
2017,8,25,138.94600018181816
2017,8,25,602.077995
2017,8,25,0.25
2017,8,25,27.993
2017,8,26,8.307692307692308
2017,8,26,0.07692307692307693
2017,8,26,8.714285714285714
2017,8,26,8779.5
2017,8,26,0.23076923076923078
2017,8,26,726.4195
2017,8,26,15.4
2017,8,26,780.0
2017,8,26,241.0
2017,8,26,374.223
2017,8,26,220.22222222222223
2017,8,26,26.0
2017,8,26,3353.0
2017,8,26,13.75
2017,8,26,1.4615384615384615
2017,8,26,14.5
2017,8,26,71.5
2017,8,26,0.38461538461538464
2017,8,26,171.5
2017,8,26,11.0
2017,8,26,23.53846153846154
2017,8,26,2.2
2017,8,26,97.0
2017,8,26,8.615384615384615
2017,8,26,664.274502
2017,8,26,384.0
2017,8,26,5.625
2017,8,26,12.923076923076923
2017,8,26,600.0785000000001
2017,8,26,122.81107646153845
2017,8,26,2251.577
2017,8,26,1.4
2017,8,26,7.8585
2017,8,27,8.846153846153847
2017,8,27,0.07692307692307693
2017,8,27,8.714285714285714
2017,8,27,2374.0
2017,8,27,0.23076923076923078
2017,8,27,968.741
2017,8,27,26.666666666666668
2017,8,27,169.0
2017,8,27,469.0
2017,8,27,543.0
2017,8,27,220.22222222222223
2017,8,27,26.0
2017,8,27,1270.0
2017,8,27,13.75
2017,8,27,1.4615384615384615
2017,8,27,175.0
2017,8,27,17.666666666666668
2017,8,27,0.38461538461538464
2017,8,27,171.5
2017,8,27,11.0
2017,8,27,23.53846153846154
2017,8,27,2.2
2017,8,27,37.0
2017,8,27,8.615384615384615
2017,8,27,513.3367692307692
2017,8,27,160.66666666666666
2017,8,27,9.0
2017,8,27,12.923076923076923
2017,8,27,600.0785000000001
2017,8,27,122.81107646153845
2017,8,27,0.0
2017,8,27,1.4
2017,8,27,59.89044488888889
2017,8,28,9.307692307692308
2017,8,28,0.23076923076923078
2017,8,28,8.714285714285714
2017,8,28,7308.0
2017,8,28,0.23076923076923078
2017,8,28,659.5
2017,8,28,15.0
2017,8,28,727.0
2017,8,28,241.0
2017,8,28,405.24299999999994
2017,8,28,239.1
2017,8,28,26.0
2017,8,28,4275.0
2017,8,28,27.0
2017,8,28,1.4615384615384615
2017,8,28,175.0
2017,8,28,56.42857142857143
2017,8,28,0.38461538461538464
2017,8,28,315.0
2017,8,28,11.0
2017,8,28,23.53846153846154
2017,8,28,2.2
2017,8,28,78.0
2017,8,28,7.076923076923077
2017,8,28,513.3367692307692
2017,8,28,151.66666666666666
2017,8,28,10.5
2017,8,28,12.923076923076923
2017,8,28,265.50543
2017,8,28,134.34924991666668
2017,8,28,463.75750000000005
2017,8,28,0.0
2017,8,28,7.8585
2017,8,29,9.307692307692308
2017,8,29,0.23076923076923078
2017,8,29,8.714285714285714
2017,8,29,7308.0
2017,8,29,0.23076923076923078
2017,8,29,968.741
2017,8,29,15.0
2017,8,29,2073.0
2017,8,29,241.0
2017,8,29,479.0
2017,8,29,239.1
2017,8,29,26.0
2017,8,29,4275.0
2017,8,29,27.0
2017,8,29,1.4615384615384615
2017,8,29,175.0
2017,8,29,75.33333333333333
2017,8,29,0.38461538461538464
2017,8,29,171.5
2017,8,29,11.0
2017,8,29,23.53846153846154
2017,8,29,2.2
2017,8,29,97.0
2017,8,29,7.076923076923077
2017,8,29,513.3367692307692
2017,8,29,181.0
2017,8,29,11.1
2017,8,29,20.5
2017,8,29,323.65712874999997
2017,8,29,134.34924991666668
2017,8,29,633.0113333333333
2017,8,29,1.0
2017,8,29,69.57888944444443
2017,8,30,8.076923076923077
2017,8,30,0.0
2017,8,30,7.0
2017,8,30,13366.333333333334
2017,8,30,0.15384615384615385
2017,8,30,214.5
2017,8,30,15.0
2017,8,30,727.0
2017,8,30,382.0
2017,8,30,281.0
2017,8,30,170.23076923076923
2017,8,30,616.929
2017,8,30,6479.0
2017,8,30,27.0
2017,8,30,1.4615384615384615
2017,8,30,14.5
2017,8,30,75.33333333333333
2017,8,30,0.3076923076923077
2017,8,30,179.0
2017,8,30,14.692307692307692
2017,8,30,12.5
2017,8,30,2.2
2017,8,30,36.0
2017,8,30,12.76923076923077
2017,8,30,216.07200666666665
2017,8,30,151.66666666666666
2017,8,30,10.9
2017,8,30,15.0
2017,8,30,323.65712874999997
2017,8,30,134.34924991666668
2017,8,30,3106.323
2017,8,30,0.0
2017,8,30,13.28349975
2017,8,31,9.307692307692308
2017,8,31,0.0
2017,8,31,1.0
2017,8,31,12750.0
2017,8,31,0.07692307692307693
2017,8,31,300.0
2017,8,31,13.5
2017,8,31,1291.0
2017,8,31,234.0
2017,8,31,281.0
2017,8,31,170.23076923076923
2017,8,31,150.4453
2017,8,31,8379.0
2017,8,31,26.375
2017,8,31,1.4615384615384615
2017,8,31,68.5
2017,8,31,465.0
2017,8,31,0.5384615384615384
2017,8,31,179.0
2017,8,31,11.0
2017,8,31,23.53846153846154
2017,8,31,2.2
2017,8,31,37.0
2017,8,31,8.307692307692308
2017,8,31,480.62717818181824
2017,8,31,283.0
2017,8,31,10.9
2017,8,31,16.53846153846154
2017,8,31,218.113335
2017,8,31,134.34924991666668
2017,8,31,307.516
2017,8,31,0.0
2017,8,31,43.08746153846154
2017,8,16,8.0
2017,8,16,0.23076923076923078
2017,8,16,17.8
2017,8,16,2382.0
2017,8,16,0.0
2017,8,16,65.0
2017,8,16,14.76923076923077
2017,8,16,1635.0
2017,8,16,712.0
2017,8,16,1438.556
2017,8,16,112.25
2017,8,16,22.0
2017,8,16,2924.0
2017,8,16,20.555555555555557
2017,8,16,1.3846153846153846
2017,8,16,86.0
2017,8,16,119.0
2017,8,16,0.23076923076923078
2017,8,16,540.5
2017,8,16,11.0
2017,8,16,78.0
2017,8,16,12.0
2017,8,16,560.0
2017,8,16,9.846153846153847
2017,8,16,683.9223076923079
2017,8,16,675.5
2017,8,16,11.461538461538462
2017,8,16,17.153846153846153
2017,8,16,426.89312499999994
2017,8,16,122.81107646153845
2017,8,16,4421.271
2017,8,16,575.0
2017,8,16,36.61892303846154
2017,8,17,7.461538461538462
2017,8,17,0.15384615384615385
2017,8,17,10.857142857142858
2017,8,17,2779.0
2017,8,17,0.0
2017,8,17,82.0
2017,8,17,17.833333333333332
2017,8,17,948.0
2017,8,17,139.0
2017,8,17,116.461
2017,8,17,112.25
2017,8,17,52.97025
2017,8,17,9146.0
2017,8,17,32.07692307692308
2017,8,17,1.3846153846153846
2017,8,17,15.0
2017,8,17,16.0
2017,8,17,0.23076923076923078
2017,8,17,350.25
2017,8,17,11.0
2017,8,17,17.833333333333332
2017,8,17,2.2
2017,8,17,21.0
2017,8,17,8.76923076923077
2017,8,17,165.333
2017,8,17,601.5
2017,8,17,11.461538461538462
2017,8,17,16.53846153846154
2017,8,17,263.72485714285716
2017,8,17,122.81107646153845
2017,8,17,741.0016666666667
2017,8,17,0.6
2017,8,17,36.61892303846154
2017,8,18,7.461538461538462
2017,8,18,0.15384615384615385
2017,8,18,8.166666666666666
2017,8,18,2276.0
2017,8,18,0.0
2017,8,18,82.0
2017,8,18,14.909090909090908
2017,8,18,1541.0
2017,8,18,1390.0
2017,8,18,325.0
2017,8,18,42.0
2017,8,18,49.0
2017,8,18,6891.0
2017,8,18,35.53846153846154
2017,8,18,1.0
2017,8,18,28.5
2017,8,18,23.6
2017,8,18,0.23076923076923078
2017,8,18,341.3333333333333
2017,8,18,13.875
2017,8,18,2.0
2017,8,18,5.333333333333333
2017,8,18,37.0
2017,8,18,8.615384615384615
2017,8,18,502.78000499999996
2017,8,18,241.0
2017,8,18,10.23076923076923
2017,8,18,14.923076923076923
2017,8,18,602.9101428571429
2017,8,18,138.94600018181816
2017,8,18,873.2275
2017,8,18,13.333333333333334
2017,8,18,28.470167
2017,8,19,7.166666666666667
2017,8,19,0.15384615384615385
2017,8,19,8.181818181818182
2017,8,19,2840.0
2017,8,19,0.0
2017,8,19,78.0
2017,8,19,20.75
2017,8,19,2407.0
2017,8,19,328.0
2017,8,19,244.0
2017,8,19,112.25
2017,8,19,27.0
2017,8,19,7119.0
2017,8,19,32.07692307692308
2017,8,19,1.0769230769230769
2017,8,19,68.5
2017,8,19,20.0
2017,8,19,0.23076923076923078
2017,8,19,341.3333333333333
2017,8,19,11.0
2017,8,19,2.75
2017,8,19,2.2
2017,8,19,33.5
2017,8,19,12.307692307692308
2017,8,19,428.74400083333336
2017,8,19,283.0
2017,8,19,10.615384615384615
2017,8,19,14.923076923076923
2017,8,19,0.0
2017,8,19,122.81107646153845
2017,8,19,623.012
2017,8,19,16.5
2017,8,19,36.61892303846154
2017,8,20,8.307692307692308
2017,8,20,0.07692307692307693
2017,8,20,8.181818181818182
2017,8,20,2840.0
2017,8,20,0.0
2017,8,20,148.0
2017,8,20,14.4
2017,8,20,2181.5
2017,8,20,234.0
2017,8,20,244.0
2017,8,20,112.25
2017,8,20,38.5
2017,8,20,4792.93
2017,8,20,13.0
2017,8,20,1.9230769230769231
2017,8,20,13.0
2017,8,20,12.833333333333334
2017,8,20,0.23076923076923078
2017,8,20,133.0
2017,8,20,11.0
2017,8,20,2.75
2017,8,20,2.2
2017,8,20,23.0
2017,8,20,12.307692307692308
2017,8,20,474.63646492307697
2017,8,20,283.0
2017,8,20,9.461538461538462
2017,8,20,14.923076923076923
2017,8,20,654.5986184615386
2017,8,20,122.81107646153845
2017,8,20,923.7036333333334
2017,8,20,16.5
2017,8,20,36.61892303846154
2017,8,21,8.307692307692308
2017,8,21,0.38461538461538464
2017,8,21,8.181818181818182
2017,8,21,2840.0
2017,8,21,0.0
2017,8,21,78.0
2017,8,21,10.076923076923077
2017,8,21,959.0
2017,8,21,328.0
2017,8,21,466.82460000000003
2017,8,21,101.0
2017,8,21,38.5
2017,8,21,9978.0
2017,8,21,32.07692307692308
2017,8,21,2.0
2017,8,21,13.0
2017,8,21,12.833333333333334
2017,8,21,0.23076923076923078
2017,8,21,341.3333333333333
2017,8,21,11.0
2017,8,21,2.75
2017,8,21,2.2
2017,8,21,23.0
2017,8,21,11.076923076923077
2017,8,21,474.63646492307697
2017,8,21,283.0
2017,8,21,9.461538461538462
2017,8,21,14.923076923076923
2017,8,21,391.513
2017,8,21,122.81107646153845
2017,8,21,492.258
2017,8,21,8.666666666666666
2017,8,21,36.61892303846154
2017,8,22,8.307692307692308
2017,8,22,0.38461538461538464
2017,8,22,6.384615384615385
2017,8,22,3662.0
2017,8,22,0.0
2017,8,22,78.0
2017,8,22,10.076923076923077
2017,8,22,2073.0
2017,8,22,253.0
2017,8,22,237.273
2017,8,22,112.25
2017,8,22,77.5
2017,8,22,3316.699
2017,8,22,35.53846153846154
2017,8,22,1.4615384615384615
2017,8,22,9.0
2017,8,22,129.85714285714286
2017,8,22,0.38461538461538464
2017,8,22,448.0
2017,8,22,13.875
2017,8,22,14.384615384615385
2017,8,22,5.333333333333333
2017,8,22,13.5
2017,8,22,12.23076923076923
2017,8,22,487.44553846153843
2017,8,22,526.5
2017,8,22,10.23076923076923
2017,8,22,14.923076923076923
2017,8,22,391.513
2017,8,22,138.94600018181816
2017,8,22,256.911
2017,8,22,5.0
2017,8,22,36.61892303846154
2017,8,23,8.307692307692308
2017,8,23,0.15384615384615385
2017,8,23,6.384615384615385
2017,8,23,780.0
2017,8,23,0.0
2017,8,23,78.0
2017,8,23,14.461538461538462
2017,8,23,959.0
2017,8,23,449.0
2017,8,23,116.895004
2017,8,23,42.0
2017,8,23,77.5
2017,8,23,3795.0
2017,8,23,35.53846153846154
2017,8,23,1.4615384615384615
2017,8,23,9.0
2017,8,23,53.714285714285715
2017,8,23,0.38461538461538464
2017,8,23,350.25
2017,8,23,13.875
2017,8,23,2.0
2017,8,23,5.333333333333333
2017,8,23,33.5
2017,8,23,12.23076923076923
2017,8,23,487.44553846153843
2017,8,23,490.3333333333333
2017,8,23,10.23076923076923
2017,8,23,14.923076923076923
2017,8,23,165.78949999999998
2017,8,23,138.94600018181816
2017,8,23,492.258
2017,8,23,1.0
2017,8,23,8.991999999999999
2017,8,24,7.615384615384615
2017,8,24,0.07692307692307693
2017,8,24,7.538461538461538
2017,8,24,1900.0
2017,8,24,0.0
2017,8,24,1227.2956666666666
2017,8,24,13.0
2017,8,24,2036.0
2017,8,24,328.0
2017,8,24,284.85900000000004
2017,8,24,112.25
2017,8,24,149.66325
2017,8,24,7099.5
2017,8,24,30.428571428571427
2017,8,24,1.4615384615384615
2017,8,24,61.4
2017,8,24,18.428571428571427
2017,8,24,0.8461538461538461
2017,8,24,448.0
2017,8,24,11.0
2017,8,24,17.545454545454547
2017,8,24,2.2
2017,8,24,23.0
2017,8,24,8.615384615384615
2017,8,24,165.333
2017,8,24,384.0
2017,8,24,9.461538461538462
2017,8,24,13.5
2017,8,24,165.78949999999998
2017,8,24,122.81107646153845
2017,8,24,581.5545
2017,8,24,18.0
2017,8,24,38.06261553846154
2017,8,25,8.307692307692308
2017,8,25,0.15384615384615385
2017,8,25,6.384615384615385
2017,8,25,897.0
2017,8,25,0.0
2017,8,25,1227.2956666666666
2017,8,25,14.384615384615385
2017,8,25,891.0
2017,8,25,253.0
2017,8,25,254.0
2017,8,25,112.25
2017,8,25,77.5
2017,8,25,5906.0
2017,8,25,30.428571428571427
2017,8,25,1.4615384615384615
2017,8,25,18.285714285714285
2017,8,25,18.428571428571427
2017,8,25,0.38461538461538464
2017,8,25,350.25
2017,8,25,13.875
2017,8,25,23.53846153846154
2017,8,25,5.333333333333333
2017,8,25,13.5
2017,8,25,11.153846153846153
2017,8,25,487.44553846153843
2017,8,25,530.0
2017,8,25,10.23076923076923
2017,8,25,14.923076923076923
2017,8,25,1786.372
2017,8,25,138.94600018181816
2017,8,25,492.258
2017,8,25,12.0
2017,8,25,36.61892303846154
2017,8,26,8.307692307692308
2017,8,26,0.07692307692307693
2017,8,26,8.333333333333334
2017,8,26,897.0
2017,8,26,0.23076923076923078
2017,8,26,676.7256666666667
2017,8,26,15.4
2017,8,26,1954.6666666666667
2017,8,26,328.0
2017,8,26,284.85900000000004
2017,8,26,112.25
2017,8,26,56.0
2017,8,26,4585.714
2017,8,26,13.75
2017,8,26,1.4615384615384615
2017,8,26,20.0
2017,8,26,17.666666666666668
2017,8,26,0.38461538461538464
2017,8,26,341.3333333333333
2017,8,26,11.0
2017,8,26,23.53846153846154
2017,8,26,2.2
2017,8,26,25.5
2017,8,26,8.615384615384615
2017,8,26,664.274502
2017,8,26,414.0
2017,8,26,5.625
2017,8,26,12.923076923076923
2017,8,26,600.0785000000001
2017,8,26,122.81107646153845
2017,8,26,633.0113333333333
2017,8,26,9.5
2017,8,26,7.8585
2017,8,27,8.846153846153847
2017,8,27,0.07692307692307693
2017,8,27,14.090909090909092
2017,8,27,897.0
2017,8,27,0.23076923076923078
2017,8,27,125.0
2017,8,27,26.666666666666668
2017,8,27,842.5
2017,8,27,469.0
2017,8,27,543.0
2017,8,27,112.25
2017,8,27,26.0
2017,8,27,4585.714
2017,8,27,4.0
2017,8,27,1.4615384615384615
2017,8,27,175.0
2017,8,27,17.666666666666668
2017,8,27,0.38461538461538464
2017,8,27,593.6666666666666
2017,8,27,11.0
2017,8,27,23.53846153846154
2017,8,27,2.2
2017,8,27,25.5
2017,8,27,8.615384615384615
2017,8,27,513.3367692307692
2017,8,27,799.0
2017,8,27,9.0
2017,8,27,12.923076923076923
2017,8,27,600.0785000000001
2017,8,27,122.81107646153845
2017,8,27,463.75750000000005
2017,8,27,5.0
2017,8,27,59.89044488888889
2017,8,28,9.307692307692308
2017,8,28,0.23076923076923078
2017,8,28,13.916666666666666
2017,8,28,897.0
2017,8,28,0.23076923076923078
2017,8,28,1139.815
2017,8,28,15.0
2017,8,28,903.0
2017,8,28,481.0
2017,8,28,620.6625
2017,8,28,123.0
2017,8,28,26.0
2017,8,28,4275.0
2017,8,28,27.0
2017,8,28,1.4615384615384615
2017,8,28,175.0
2017,8,28,17.666666666666668
2017,8,28,0.38461538461538464
2017,8,28,448.0
2017,8,28,11.0
2017,8,28,23.53846153846154
2017,8,28,2.2
2017,8,28,25.5
2017,8,28,7.076923076923077
2017,8,28,513.3367692307692
2017,8,28,598.0
2017,8,28,10.5
2017,8,28,12.923076923076923
2017,8,28,265.50543
2017,8,28,134.34924991666668
2017,8,28,463.75750000000005
2017,8,28,9.0
2017,8,28,59.89044488888889
2017,8,29,9.307692307692308
2017,8,29,0.23076923076923078
2017,8,29,6.75
2017,8,29,672.0
2017,8,29,0.23076923076923078
2017,8,29,1227.088
2017,8,29,15.0
2017,8,29,1632.6666666666667
2017,8,29,249.0
2017,8,29,357.114
2017,8,29,112.25
2017,8,29,26.0
2017,8,29,6617.0
2017,8,29,27.0
2017,8,29,1.4615384615384615
2017,8,29,175.0
2017,8,29,17.666666666666668
2017,8,29,0.38461538461538464
2017,8,29,315.0
2017,8,29,11.0
2017,8,29,23.53846153846154
2017,8,29,2.2
2017,8,29,23.0
2017,8,29,7.076923076923077
2017,8,29,513.3367692307692
2017,8,29,598.0
2017,8,29,11.1
2017,8,29,12.923076923076923
2017,8,29,323.65712874999997
2017,8,29,134.34924991666668
2017,8,29,256.911
2017,8,29,9.0
2017,8,29,69.57888944444443
2017,8,30,34.0
2017,8,30,0.0
2017,8,30,6.0
2017,8,30,10193.0
2017,8,30,0.15384615384615385
2017,8,30,145.0
2017,8,30,23.0
2017,8,30,3891.0
2017,8,30,538.0
2017,8,30,254.0
2017,8,30,123.0
2017,8,30,358.96
2017,8,30,12268.0
2017,8,30,6.0
2017,8,30,1.4615384615384615
2017,8,30,42.25
2017,8,30,85.0
2017,8,30,0.3076923076923077
2017,8,30,1325.709
2017,8,30,33.0
2017,8,30,23.53846153846154
2017,8,30,8.0
2017,8,30,115.4
2017,8,30,2.6666666666666665
2017,8,30,165.333
2017,8,30,1228.496
2017,8,30,27.0
2017,8,30,15.0
2017,8,30,1786.372
2017,8,30,42.0
2017,8,30,256.911
2017,8,30,0.0
2017,8,30,13.28349975
2017,8,31,9.307692307692308
2017,8,31,0.0
2017,8,31,8.692307692307692
2017,8,31,1306.0
2017,8,31,0.07692307692307693
2017,8,31,1674.4506666666666
2017,8,31,13.5
2017,8,31,2625.5
2017,8,31,234.0
2017,8,31,200.0
2017,8,31,112.25
2017,8,31,150.4453
2017,8,31,6479.0
2017,8,31,26.375
2017,8,31,1.4615384615384615
2017,8,31,68.5
2017,8,31,46.375
2017,8,31,0.5384615384615384
2017,8,31,315.0
2017,8,31,11.0
2017,8,31,23.53846153846154
2017,8,31,2.2
2017,8,31,41.0
2017,8,31,8.307692307692308
2017,8,31,241.76
2017,8,31,283.0
2017,8,31,10.9
2017,8,31,16.53846153846154
2017,8,31,218.113335
2017,8,31,134.34924991666668
2017,8,31,307.516
2017,8,31,5.0
2017,8,31,43.08746153846154
2017,8,16,15.0
2017,8,16,1.0
2017,8,16,6.0
2017,8,16,6167.0
2017,8,16,0.0
2017,8,16,583.0
2017,8,16,9.0
2017,8,16,1892.0
2017,8,16,613.0
2017,8,16,452.722
2017,8,16,338.0
2017,8,16,135.0
2017,8,16,5454.812
2017,8,16,11.0
2017,8,16,0.0
2017,8,16,46.0
2017,8,16,15.0
2017,8,16,0.0
2017,8,16,462.0
2017,8,16,16.0
2017,8,16,452.722
2017,8,16,13.0
2017,8,16,68.0
2017,8,16,5.0
2017,8,16,474.139
2017,8,16,610.0
2017,8,16,1.0
2017,8,16,9.0
2017,8,16,244.969
